3.000000 0.379936
13.000000 0.401025
23.000000 0.291227
33.000000 0.117212
43.000000 0.154565
53.000000 0.105049
63.000000 0.040416
73.000000 0.070279
83.000000 0.042641
93.000000 0.063874
103.000000 0.037127
113.000000 0.054049
123.000000 0.026773
133.000000 0.033895
143.000000 0.033084
153.000000 0.032258
163.000000 0.026956
173.000000 0.032837
183.000000 0.018180
193.000000 0.030904
203.000000 0.023519
213.000000 0.026102
223.000000 0.028025
233.000000 0.032376
243.000000 0.021497
253.000000 0.025237
263.000000 0.021251
273.000000 0.025919
283.000000 0.025229
293.000000 0.026470
303.000000 0.024226
313.000000 0.024887
323.000000 0.024104
333.000000 0.023352
343.000000 0.025343
353.000000 0.022759
363.000000 0.024459
373.000000 0.023154
383.000000 0.022811
393.000000 0.023063
